edition,country_noc,gold,silver,bronze,total
2000 Summer Olympics,SYR,0,0,0,0
2004 Summer Olympics,SYR,0,0,1,1
2008 Summer Olympics,SYR,0,0,0,0
2012 Summer Olympics,SYR,0,0,0,0
2016 Summer Olympics,SYR,0,0,0,0
2020 Summer Olympics,SYR,0,0,1,1
1994 Winter Olympics,SVK,0,0,0,0
1996 Summer Olympics,SVK,1,1,1,3
1998 Winter Olympics,SVK,0,0,0,0
2000 Summer Olympics,SVK,1,3,1,5
2002 Winter Olympics,SVK,0,0,0,0
2004 Summer Olympics,SVK,2,2,2,6
2006 Winter Olympics,SVK,0,1,0,1
2008 Summer Olympics,SVK,3,3,0,6
2010 Winter Olympics,SVK,1,1,1,3
2012 Summer Olympics,SVK,0,1,3,4
2014 Winter Olympics,SVK,1,0,0,1
2016 Summer Olympics,SVK,2,2,0,4
2018 Winter Olympics,SVK,1,2,0,3
2020 Summer Olympics,SVK,1,2,1,4
2022 Winter Olympics,SVK,1,0,1,2
1992 Summer Olympics,SLO,0,0,2,2
1992 Winter Olympics,SLO,0,0,0,0
1994 Winter Olympics,SLO,0,0,3,3
1996 Summer Olympics,SLO,0,2,0,2
1998 Winter Olympics,SLO,0,0,0,0
2000 Summer Olympics,SLO,2,0,0,2
2002 Winter Olympics,SLO,0,0,1,1
2004 Summer Olympics,SLO,0,1,3,4
2006 Winter Olympics,SLO,0,0,0,0
2008 Summer Olympics,SLO,1,2,2,5
2010 Winter Olympics,SLO,0,2,1,3
2012 Summer Olympics,SLO,1,1,2,4
2014 Winter Olympics,SLO,2,2,4,8
2016 Summer Olympics,SLO,1,2,1,4
2018 Winter Olympics,SLO,0,1,1,2
2020 Summer Olympics,SLO,3,1,1,5
2022 Winter Olympics,SLO,2,3,2,7
2004 Summer Olympics,TLS,0,0,0,0
2008 Summer Olympics,TLS,0,0,0,0
2012 Summer Olympics,TLS,0,0,0,0
2014 Winter Olympics,TLS,0,0,0,0
2016 Summer Olympics,TLS,0,0,0,0
2018 Winter Olympics,TLS,0,0,0,0
2020 Summer Olympics,TLS,0,0,0,0
2022 Winter Olympics,TLS,0,0,0,0
1984 Summer Olympics,GAM,0,0,0,0
1988 Summer Olympics,GAM,0,0,0,0
1992 Summer Olympics,GAM,0,0,0,0
1996 Summer Olympics,GAM,0,0,0,0
2000 Summer Olympics,GAM,0,0,0,0
2004 Summer Olympics,GAM,0,0,0,0
2008 Summer Olympics,GAM,0,0,0,0
2012 Summer Olympics,GAM,0,0,0,0
2016 Summer Olympics,GAM,0,0,0,0
2020 Summer Olympics,GAM,0,0,0,0
1912 Summer Olympics,JPN,0,0,0,0
1920 Summer Olympics,JPN,0,2,0,2
1924 Summer Olympics,JPN,0,0,1,1
1928 Summer Olympics,JPN,2,2,1,5
1928 Winter Olympics,JPN,0,0,0,0
1932 Summer Olympics,JPN,7,7,4,18
1932 Winter Olympics,JPN,0,0,0,0
1936 Summer Olympics,JPN,6,4,10,20
1936 Winter Olympics,JPN,0,0,0,0
1952 Summer Olympics,JPN,1,6,2,9
1952 Winter Olympics,JPN,0,0,0,0
1956 Summer Olympics,JPN,4,10,5,19
1956 Winter Olympics,JPN,0,1,0,1
1956 Equestrian Olympics,JPN,0,0,0,0
1960 Summer Olympics,JPN,4,7,7,18
1960 Winter Olympics,JPN,0,0,0,0
1964 Summer Olympics,JPN,16,5,8,29
1964 Winter Olympics,JPN,0,0,0,0
1968 Summer Olympics,JPN,11,7,7,25
1968 Winter Olympics,JPN,0,0,0,0
1972 Summer Olympics,JPN,13,8,8,29
1972 Winter Olympics,JPN,1,1,1,3
1976 Summer Olympics,JPN,9,6,10,25
1976 Winter Olympics,JPN,0,0,0,0
1980 Winter Olympics,JPN,0,1,0,1
1984 Summer Olympics,JPN,10,8,14,32
1984 Winter Olympics,JPN,0,1,0,1
1988 Summer Olympics,JPN,4,3,7,14
1988 Winter Olympics,JPN,0,0,1,1
1992 Summer Olympics,JPN,3,8,11,22
1992 Winter Olympics,JPN,1,2,4,7
1994 Winter Olympics,JPN,1,2,2,5
1996 Summer Olympics,JPN,3,6,5,14
1998 Winter Olympics,JPN,5,1,4,10
2000 Summer Olympics,JPN,5,8,5,18
2002 Winter Olympics,JPN,0,1,1,2
2004 Summer Olympics,JPN,16,9,12,37
2006 Winter Olympics,JPN,1,0,0,1
2008 Summer Olympics,JPN,9,8,8,25
2010 Winter Olympics,JPN,0,3,2,5
2012 Summer Olympics,JPN,7,14,17,38
2014 Winter Olympics,JPN,1,4,3,8
2016 Summer Olympics,JPN,12,8,21,41
2018 Winter Olympics,JPN,4,5,4,13
2020 Summer Olympics,JPN,27,14,17,58
2022 Winter Olympics,JPN,3,6,9,18
1972 Summer Olympics,TOG,0,0,0,0
1984 Summer Olympics,TOG,0,0,0,0
1988 Summer Olympics,TOG,0,0,0,0
1992 Summer Olympics,TOG,0,0,0,0
1996 Summer Olympics,TOG,0,0,0,0
2000 Summer Olympics,TOG,0,0,0,0
2004 Summer Olympics,TOG,0,0,0,0
2008 Summer Olympics,TOG,0,0,1,1
2012 Summer Olympics,TOG,0,0,0,0
2014 Winter Olympics,TOG,0,0,0,0
2016 Summer Olympics,TOG,0,0,0,0
2018 Winter Olympics,TOG,0,0,0,0
2020 Summer Olympics,TOG,0,0,0,0
1984 Summer Olympics,TGA,0,0,0,0
1988 Summer Olympics,TGA,0,0,0,0
1992 Summer Olympics,TGA,0,0,0,0
1996 Summer Olympics,TGA,0,1,0,1
2000 Summer Olympics,TGA,0,0,0,0
2004 Summer Olympics,TGA,0,0,0,0
2008 Summer Olympics,TGA,0,0,0,0
2012 Summer Olympics,TGA,0,0,0,0
2014 Winter Olympics,TGA,0,0,0,0
2016 Summer Olympics,TGA,0,0,0,0
2018 Winter Olympics,TGA,0,0,0,0
2020 Summer Olympics,TGA,0,0,0,0
2008 Summer Olympics,TUV,0,0,0,0
2012 Summer Olympics,TUV,0,0,0,0
2016 Summer Olympics,TUV,0,0,0,0
2020 Summer Olympics,TUV,0,0,0,0
1996 Summer Olympics,TKM,0,0,0,0
2000 Summer Olympics,TKM,0,0,0,0
2004 Summer Olympics,TKM,0,0,0,0
2008 Summer Olympics,TKM,0,0,0,0
2012 Summer Olympics,TKM,0,0,0,0
2016 Summer Olympics,TKM,0,0,0,0
2020 Summer Olympics,TKM,0,1,0,1
1952 Summer Olympics,BAH,0,0,0,0
1956 Summer Olympics,BAH,0,0,1,1
1960 Summer Olympics,BAH,0,0,0,0
1964 Summer Olympics,BAH,1,0,0,1
1968 Summer Olympics,BAH,0,0,0,0
1972 Summer Olympics,BAH,0,0,0,0
1976 Summer Olympics,BAH,0,0,0,0
1984 Summer Olympics,BAH,0,0,0,0
1988 Summer Olympics,BAH,0,0,0,0
1992 Summer Olympics,BAH,0,0,1,1
1996 Summer Olympics,BAH,0,1,0,1
2000 Summer Olympics,BAH,2,0,1,3
2004 Summer Olympics,BAH,1,0,1,2
2008 Summer Olympics,BAH,0,1,1,2
2012 Summer Olympics,BAH,1,0,0,1
2016 Summer Olympics,BAH,1,0,1,2
2020 Summer Olympics,BAH,2,0,0,2
1960 Summer Olympics,UAR,0,1,1,2
1952 Summer Olympics,THA,0,0,0,0
1956 Summer Olympics,THA,0,0,0,0
1960 Summer Olympics,THA,0,0,0,0
1964 Summer Olympics,THA,0,0,0,0
1968 Summer Olympics,THA,0,0,0,0
1972 Summer Olympics,THA,0,0,0,0
1976 Summer Olympics,THA,0,0,1,1
1984 Summer Olympics,THA,0,1,0,1
1988 Summer Olympics,THA,0,0,1,1
1992 Summer Olympics,THA,0,0,1,1
1996 Summer Olympics,THA,1,0,1,2
2000 Summer Olympics,THA,1,0,2,3
2002 Winter Olympics,THA,0,0,0,0
2004 Summer Olympics,THA,3,1,4,8
2006 Winter Olympics,THA,0,0,0,0
2008 Summer Olympics,THA,2,2,2,6
2012 Summer Olympics,THA,0,2,2,4
2014 Winter Olympics,THA,0,0,0,0
2016 Summer Olympics,THA,2,2,2,6
2018 Winter Olympics,THA,0,0,0,0
2020 Summer Olympics,THA,1,0,1,2
2022 Winter Olympics,THA,0,0,0,0
1900 Summer Olympics,RUS,0,0,0,0
1908 Summer Olympics,RUS,1,2,0,3
1912 Summer Olympics,RUS,0,2,3,5
1924 Summer Olympics,RUS,0,0,0,0
1994 Winter Olympics,RUS,11,8,4,23
1996 Summer Olympics,RUS,26,21,16,63
1998 Winter Olympics,RUS,9,6,3,18
2000 Summer Olympics,RUS,32,28,29,89
2002 Winter Olympics,RUS,5,4,4,13
2004 Summer Olympics,RUS,28,26,36,90
2006 Winter Olympics,RUS,8,6,8,22
2008 Summer Olympics,RUS,24,13,23,60
2010 Winter Olympics,RUS,3,5,7,15
2012 Summer Olympics,RUS,19,21,26,66
2014 Winter Olympics,RUS,10,10,9,29
2016 Summer Olympics,RUS,19,17,20,56
1984 Summer Olympics,UAE,0,0,0,0
1988 Summer Olympics,UAE,0,0,0,0
1992 Summer Olympics,UAE,0,0,0,0
1996 Summer Olympics,UAE,0,0,0,0
2000 Summer Olympics,UAE,0,0,0,0
2004 Summer Olympics,UAE,1,0,0,1
2008 Summer Olympics,UAE,0,0,0,0
2012 Summer Olympics,UAE,0,0,0,0
2016 Summer Olympics,UAE,0,0,1,1
2020 Summer Olympics,UAE,0,0,0,0
1948 Summer Olympics,TTO,0,1,0,1
1952 Summer Olympics,TTO,0,0,2,2
1956 Summer Olympics,TTO,0,0,0,0
1964 Summer Olympics,TTO,0,1,2,3
1968 Summer Olympics,TTO,0,0,0,0
1972 Summer Olympics,TTO,0,0,0,0
1976 Summer Olympics,TTO,1,0,0,1
1980 Summer Olympics,TTO,0,0,0,0
1984 Summer Olympics,TTO,0,0,0,0
1988 Summer Olympics,TTO,0,0,0,0
1992 Summer Olympics,TTO,0,0,0,0
1994 Winter Olympics,TTO,0,0,0,0
1996 Summer Olympics,TTO,0,0,2,2
1998 Winter Olympics,TTO,0,0,0,0
2000 Summer Olympics,TTO,0,1,1,2
2002 Winter Olympics,TTO,0,0,0,0
2004 Summer Olympics,TTO,0,0,1,1
2008 Summer Olympics,TTO,1,1,0,2
2012 Summer Olympics,TTO,1,1,2,4
2016 Summer Olympics,TTO,0,0,1,1
2020 Summer Olympics,TTO,0,0,0,0
2022 Winter Olympics,TTO,0,0,0,0
1960 Summer Olympics,TUN,0,0,0,0
1964 Summer Olympics,TUN,0,1,1,2
1968 Summer Olympics,TUN,1,0,1,2
1972 Summer Olympics,TUN,0,1,0,1
1976 Summer Olympics,TUN,0,0,0,0
1984 Summer Olympics,TUN,0,0,0,0
1988 Summer Olympics,TUN,0,0,0,0
1992 Summer Olympics,TUN,0,0,0,0
1996 Summer Olympics,TUN,0,0,1,1
2000 Summer Olympics,TUN,0,0,0,0
2004 Summer Olympics,TUN,0,0,0,0
2008 Summer Olympics,TUN,1,0,0,1
2012 Summer Olympics,TUN,2,0,1,3
2016 Summer Olympics,TUN,0,0,3,3
2020 Summer Olympics,TUN,1,1,0,2
1992 Summer Olympics,EUN,45,38,29,112
1992 Winter Olympics,EUN,9,6,8,23
1904 Summer Olympics,RSA,0,0,0,0
1908 Summer Olympics,RSA,1,1,0,2
1912 Summer Olympics,RSA,4,2,0,6
1920 Summer Olympics,RSA,3,4,3,10
1924 Summer Olympics,RSA,1,1,1,3
1928 Summer Olympics,RSA,1,0,2,3
1932 Summer Olympics,RSA,2,0,3,5
1936 Summer Olympics,RSA,0,1,0,1
1948 Summer Olympics,RSA,2,2,2,6
1952 Summer Olympics,RSA,2,4,4,10
1956 Summer Olympics,RSA,0,0,4,4
1960 Summer Olympics,RSA,0,1,2,3
1960 Winter Olympics,RSA,0,0,0,0
1992 Summer Olympics,RSA,0,2,0,2
1994 Winter Olympics,RSA,0,0,0,0
1996 Summer Olympics,RSA,3,1,1,5
1998 Winter Olympics,RSA,0,0,0,0
2000 Summer Olympics,RSA,0,2,3,5
2002 Winter Olympics,RSA,0,0,0,0
2004 Summer Olympics,RSA,1,3,2,6
2006 Winter Olympics,RSA,0,0,0,0
2008 Summer Olympics,RSA,0,1,0,1
2010 Winter Olympics,RSA,0,0,0,0
2012 Summer Olympics,RSA,4,1,1,6
2016 Summer Olympics,RSA,2,6,2,10
2018 Winter Olympics,RSA,0,0,0,0
2020 Summer Olympics,RSA,1,2,0,3
1900 Summer Olympics,UNK,0,0,0,0
1912 Summer Olympics,UNK,0,0,0,0
1932 Summer Olympics,CHN,0,0,0,0
1936 Summer Olympics,CHN,0,0,0,0
1948 Summer Olympics,CHN,0,0,0,0
1952 Summer Olympics,CHN,0,0,0,0
1980 Winter Olympics,CHN,0,0,0,0
1984 Summer Olympics,CHN,15,8,9,32
1984 Winter Olympics,CHN,0,0,0,0
1988 Summer Olympics,CHN,5,11,12,28
1988 Winter Olympics,CHN,0,0,0,0
1992 Summer Olympics,CHN,16,22,16,54
1992 Winter Olympics,CHN,0,3,0,3
1994 Winter Olympics,CHN,0,1,2,3
1996 Summer Olympics,CHN,16,22,12,50
1998 Winter Olympics,CHN,0,6,2,8
2000 Summer Olympics,CHN,28,16,14,58
2002 Winter Olympics,CHN,2,2,4,8
2004 Summer Olympics,CHN,32,17,14,63
2006 Winter Olympics,CHN,2,4,5,11
2008 Summer Olympics,CHN,48,22,30,100
2010 Winter Olympics,CHN,5,2,4,11
2012 Summer Olympics,CHN,38,31,22,91
2014 Winter Olympics,CHN,3,4,2,9
2016 Summer Olympics,CHN,26,18,26,70
2018 Winter Olympics,CHN,1,6,2,9
2020 Summer Olympics,CHN,38,32,18,88
2022 Winter Olympics,CHN,9,4,2,15
1900 Summer Olympics,NOR,0,2,3,5
1908 Summer Olympics,NOR,2,3,3,8
1912 Summer Olympics,NOR,3,2,5,10
1920 Summer Olympics,NOR,10,10,9,29
1924 Summer Olympics,NOR,5,2,3,10
1924 Winter Olympics,NOR,4,7,6,17
1928 Summer Olympics,NOR,1,2,1,4
1928 Winter Olympics,NOR,6,4,5,15
1932 Summer Olympics,NOR,0,0,0,0
1932 Winter Olympics,NOR,3,4,3,10
1936 Summer Olympics,NOR,1,3,2,6
1936 Winter Olympics,NOR,7,5,3,15
1948 Summer Olympics,NOR,1,3,3,7
1948 Winter Olympics,NOR,4,3,3,10
1952 Summer Olympics,NOR,3,2,0,5
1952 Winter Olympics,NOR,7,3,6,16
1956 Summer Olympics,NOR,1,0,2,3
1956 Winter Olympics,NOR,2,1,1,4
1956 Equestrian Olympics,NOR,0,0,0,0
1960 Summer Olympics,NOR,1,0,0,1
1960 Winter Olympics,NOR,3,3,0,6
1964 Summer Olympics,NOR,0,0,0,0
1964 Winter Olympics,NOR,3,6,6,15
1968 Summer Olympics,NOR,1,1,0,2
1968 Winter Olympics,NOR,6,6,2,14
1972 Summer Olympics,NOR,2,1,1,4
1972 Winter Olympics,NOR,2,5,5,12
1976 Summer Olympics,NOR,1,1,0,2
1976 Winter Olympics,NOR,3,3,1,7
1980 Winter Olympics,NOR,1,3,6,10
1984 Summer Olympics,NOR,0,1,2,3
1984 Winter Olympics,NOR,3,2,4,9
1988 Summer Olympics,NOR,2,3,0,5
1988 Winter Olympics,NOR,0,3,2,5
1992 Summer Olympics,NOR,2,4,1,7
1992 Winter Olympics,NOR,9,6,5,20
1994 Winter Olympics,NOR,10,11,5,26
1996 Summer Olympics,NOR,2,2,3,7
1998 Winter Olympics,NOR,10,10,5,25
2000 Summer Olympics,NOR,4,3,3,10
2002 Winter Olympics,NOR,13,5,7,25
2004 Summer Olympics,NOR,5,0,1,6
2006 Winter Olympics,NOR,2,8,9,19
2008 Summer Olympics,NOR,3,5,1,9
2010 Winter Olympics,NOR,9,8,6,23
2012 Summer Olympics,NOR,2,1,1,4
2014 Winter Olympics,NOR,11,6,9,26
2016 Summer Olympics,NOR,0,0,4,4
2018 Winter Olympics,NOR,14,14,11,39
2020 Summer Olympics,NOR,4,2,2,8
2022 Winter Olympics,NOR,16,8,13,37
1956 Summer Olympics,UGA,0,0,0,0
1960 Summer Olympics,UGA,0,0,0,0
1964 Summer Olympics,UGA,0,0,0,0
1968 Summer Olympics,UGA,0,1,1,2
1972 Summer Olympics,UGA,1,1,0,2
1980 Summer Olympics,UGA,0,1,0,1
1984 Summer Olympics,UGA,0,0,0,0
1988 Summer Olympics,UGA,0,0,0,0
1992 Summer Olympics,UGA,0,0,0,0
1996 Summer Olympics,UGA,0,0,1,1
2000 Summer Olympics,UGA,0,0,0,0
2004 Summer Olympics,UGA,0,0,0,0
2008 Summer Olympics,UGA,0,0,0,0
2012 Summer Olympics,UGA,1,0,0,1
2016 Summer Olympics,UGA,0,0,0,0
2020 Summer Olympics,UGA,2,1,1,4
1964 Summer Olympics,TAN,0,0,0,0
1968 Summer Olympics,TAN,0,0,0,0
1972 Summer Olympics,TAN,0,0,0,0
1980 Summer Olympics,TAN,0,2,0,2
1984 Summer Olympics,TAN,0,0,0,0
1988 Summer Olympics,TAN,0,0,0,0
1992 Summer Olympics,TAN,0,0,0,0
1996 Summer Olympics,TAN,0,0,0,0
2000 Summer Olympics,TAN,0,0,0,0
2004 Summer Olympics,TAN,0,0,0,0
2008 Summer Olympics,TAN,0,0,0,0
2012 Summer Olympics,TAN,0,0,0,0
2016 Summer Olympics,TAN,0,0,0,0
2020 Summer Olympics,TAN,0,0,0,0
1948 Summer Olympics,KOR,0,0,2,2
1948 Winter Olympics,KOR,0,0,0,0
1952 Summer Olympics,KOR,0,0,2,2
1956 Summer Olympics,KOR,0,1,1,2
1956 Winter Olympics,KOR,0,0,0,0
1960 Summer Olympics,KOR,0,0,0,0
1960 Winter Olympics,KOR,0,0,0,0
1964 Summer Olympics,KOR,0,2,1,3
1964 Winter Olympics,KOR,0,0,0,0
1968 Summer Olympics,KOR,0,1,1,2
1968 Winter Olympics,KOR,0,0,0,0
1972 Summer Olympics,KOR,0,1,0,1
1972 Winter Olympics,KOR,0,0,0,0
1976 Summer Olympics,KOR,1,1,4,6
1976 Winter Olympics,KOR,0,0,0,0
1980 Winter Olympics,KOR,0,0,0,0
1984 Summer Olympics,KOR,6,6,7,19
1984 Winter Olympics,KOR,0,0,0,0
1988 Summer Olympics,KOR,12,10,11,33
1988 Winter Olympics,KOR,0,0,0,0
1992 Summer Olympics,KOR,12,5,11,28
1992 Winter Olympics,KOR,2,1,1,4
1994 Winter Olympics,KOR,4,1,1,6
1996 Summer Olympics,KOR,7,15,5,27
1998 Winter Olympics,KOR,3,1,2,6
2000 Summer Olympics,KOR,8,10,10,28
2002 Winter Olympics,KOR,2,2,0,4
2004 Summer Olympics,KOR,9,12,9,30
2006 Winter Olympics,KOR,6,3,2,11
2008 Summer Olympics,KOR,13,11,8,32
2010 Winter Olympics,KOR,6,6,2,14
2012 Summer Olympics,KOR,13,9,8,30
2014 Winter Olympics,KOR,3,3,2,8
2016 Summer Olympics,KOR,9,3,9,21
2018 Winter Olympics,KOR,5,8,4,17
2020 Summer Olympics,KOR,6,4,10,20
2022 Winter Olympics,KOR,2,5,2,9
1960 Summer Olympics,WIF,0,0,2,2
1896 Summer Olympics,GBR,3,3,3,9
1900 Summer Olympics,GBR,20,10,10,40
1904 Summer Olympics,GBR,1,1,0,2
1908 Summer Olympics,GBR,56,50,38,144
1912 Summer Olympics,GBR,10,15,16,41
1920 Summer Olympics,GBR,14,16,13,43
1924 Summer Olympics,GBR,9,14,12,35
1924 Winter Olympics,GBR,2,1,2,5
1928 Summer Olympics,GBR,4,11,7,22
1928 Winter Olympics,GBR,0,0,0,0
1932 Summer Olympics,GBR,5,7,5,17
1932 Winter Olympics,GBR,0,0,0,0
1936 Summer Olympics,GBR,4,7,3,14
1936 Winter Olympics,GBR,1,1,1,3
1948 Summer Olympics,GBR,4,16,7,27
1948 Winter Olympics,GBR,0,0,1,1
1952 Summer Olympics,GBR,1,2,8,11
1952 Winter Olympics,GBR,1,0,0,1
1956 Summer Olympics,GBR,5,7,9,21
1956 Winter Olympics,GBR,0,0,0,0
1956 Equestrian Olympics,GBR,1,0,2,3
1960 Summer Olympics,GBR,2,6,12,20
1960 Winter Olympics,GBR,0,0,0,0
1964 Summer Olympics,GBR,4,12,2,18
1964 Winter Olympics,GBR,1,0,0,1
1968 Summer Olympics,GBR,5,5,3,13
1968 Winter Olympics,GBR,0,0,0,0
1972 Summer Olympics,GBR,4,5,9,18
1972 Winter Olympics,GBR,0,0,0,0
1976 Summer Olympics,GBR,3,5,5,13
1976 Winter Olympics,GBR,1,0,0,1
1980 Summer Olympics,GBR,5,7,9,21
1980 Winter Olympics,GBR,1,0,0,1
1984 Summer Olympics,GBR,5,11,21,37
1984 Winter Olympics,GBR,1,0,0,1
1988 Summer Olympics,GBR,5,10,9,24
1988 Winter Olympics,GBR,0,0,0,0
1992 Summer Olympics,GBR,5,3,12,20
1992 Winter Olympics,GBR,0,0,0,0
1994 Winter Olympics,GBR,0,0,2,2
1996 Summer Olympics,GBR,1,8,6,15
1998 Winter Olympics,GBR,0,0,1,1
2000 Summer Olympics,GBR,11,10,7,28
2002 Winter Olympics,GBR,1,0,0,1
2004 Summer Olympics,GBR,9,9,12,30
2006 Winter Olympics,GBR,0,0,0,0
2008 Summer Olympics,GBR,19,13,19,51
2010 Winter Olympics,GBR,1,0,0,1
2012 Summer Olympics,GBR,29,18,18,65
2014 Winter Olympics,GBR,1,1,3,5
2016 Summer Olympics,GBR,27,23,17,67
2018 Winter Olympics,GBR,1,0,4,5
2020 Summer Olympics,GBR,22,20,22,64
2022 Winter Olympics,GBR,1,1,0,2
1896 Summer Olympics,FRA,5,4,2,11
1900 Summer Olympics,FRA,29,39,36,104
1908 Summer Olympics,FRA,5,5,9,19
1912 Summer Olympics,FRA,7,5,3,15
1920 Summer Olympics,FRA,9,20,13,42
1924 Summer Olympics,FRA,14,15,12,41
1924 Winter Olympics,FRA,0,0,3,3
1928 Summer Olympics,FRA,7,12,6,25
1928 Winter Olympics,FRA,1,0,0,1
1932 Summer Olympics,FRA,11,5,4,20
1932 Winter Olympics,FRA,1,0,0,1
1936 Summer Olympics,FRA,7,6,6,19
1936 Winter Olympics,FRA,0,0,1,1
1948 Summer Olympics,FRA,11,6,15,32
1948 Winter Olympics,FRA,2,1,2,5
1952 Summer Olympics,FRA,6,6,6,18
1952 Winter Olympics,FRA,0,0,1,1
1956 Summer Olympics,FRA,4,4,6,14
1956 Winter Olympics,FRA,0,0,0,0
1956 Equestrian Olympics,FRA,0,0,0,0
1960 Summer Olympics,FRA,0,2,3,5
1960 Winter Olympics,FRA,1,0,2,3
1964 Summer Olympics,FRA,1,8,6,15
1964 Winter Olympics,FRA,3,4,0,7
1968 Summer Olympics,FRA,7,3,5,15
1968 Winter Olympics,FRA,4,3,2,9
1972 Summer Olympics,FRA,2,4,7,13
1972 Winter Olympics,FRA,0,1,2,3
1976 Summer Olympics,FRA,2,3,4,9
1976 Winter Olympics,FRA,0,0,1,1
1980 Summer Olympics,FRA,6,5,3,14
1980 Winter Olympics,FRA,0,0,1,1
1984 Summer Olympics,FRA,5,7,16,28
1984 Winter Olympics,FRA,0,1,2,3
1988 Summer Olympics,FRA,6,4,6,16
1988 Winter Olympics,FRA,1,0,1,2
1992 Summer Olympics,FRA,8,5,16,29
1992 Winter Olympics,FRA,3,5,1,9
1994 Winter Olympics,FRA,0,1,4,5
1996 Summer Olympics,FRA,15,7,15,37
1998 Winter Olympics,FRA,2,1,5,8
2000 Summer Olympics,FRA,13,14,11,38
2002 Winter Olympics,FRA,4,5,2,11
2004 Summer Olympics,FRA,11,9,13,33
2006 Winter Olympics,FRA,3,2,4,9
2008 Summer Olympics,FRA,7,16,20,43
2010 Winter Olympics,FRA,2,3,6,11
2012 Summer Olympics,FRA,11,11,13,35
2014 Winter Olympics,FRA,4,4,7,15
2016 Summer Olympics,FRA,10,18,14,42
2018 Winter Olympics,FRA,5,4,6,15
2020 Summer Olympics,FRA,10,12,11,33
2022 Winter Olympics,FRA,5,7,2,14
1988 Summer Olympics,VAN,0,0,0,0
1992 Summer Olympics,VAN,0,0,0,0
1996 Summer Olympics,VAN,0,0,0,0
2000 Summer Olympics,VAN,0,0,0,0
2004 Summer Olympics,VAN,0,0,0,0
2008 Summer Olympics,VAN,0,0,0,0
2012 Summer Olympics,VAN,0,0,0,0
2016 Summer Olympics,VAN,0,0,0,0
2020 Summer Olympics,VAN,0,0,0,0
1896 Summer Olympics,ITA,0,0,0,0
1900 Summer Olympics,ITA,3,2,0,5
1904 Summer Olympics,ITA,0,0,0,0
1908 Summer Olympics,ITA,2,2,0,4
1912 Summer Olympics,ITA,5,1,2,8
1920 Summer Olympics,ITA,14,6,5,25
1924 Summer Olympics,ITA,8,3,5,16
1924 Winter Olympics,ITA,0,0,0,0
1928 Summer Olympics,ITA,7,6,7,20
1928 Winter Olympics,ITA,0,0,0,0
1932 Summer Olympics,ITA,12,12,12,36
1932 Winter Olympics,ITA,0,0,0,0
1936 Summer Olympics,ITA,9,13,5,27
1936 Winter Olympics,ITA,0,0,0,0
1948 Summer Olympics,ITA,9,12,10,31
1948 Winter Olympics,ITA,0,0,0,0
1952 Summer Olympics,ITA,8,9,4,21
1952 Winter Olympics,ITA,1,0,1,2
1956 Summer Olympics,ITA,8,6,8,22
1956 Winter Olympics,ITA,1,2,0,3
1956 Equestrian Olympics,ITA,0,2,1,3
1960 Summer Olympics,ITA,13,10,13,36
1960 Winter Olympics,ITA,0,0,1,1
1964 Summer Olympics,ITA,10,10,7,27
1964 Winter Olympics,ITA,0,1,3,4
1968 Summer Olympics,ITA,3,4,9,16
1968 Winter Olympics,ITA,4,0,0,4
1972 Summer Olympics,ITA,5,3,10,18
1972 Winter Olympics,ITA,2,2,1,5
1976 Summer Olympics,ITA,2,7,4,13
1976 Winter Olympics,ITA,1,2,1,4
1980 Summer Olympics,ITA,8,3,4,15
1980 Winter Olympics,ITA,0,2,0,2
1984 Summer Olympics,ITA,14,6,12,32
1984 Winter Olympics,ITA,2,0,0,2
1988 Summer Olympics,ITA,6,4,4,14
1988 Winter Olympics,ITA,2,1,2,5
1992 Summer Olympics,ITA,6,5,8,19
1992 Winter Olympics,ITA,4,6,4,14
1994 Winter Olympics,ITA,7,5,8,20
1996 Summer Olympics,ITA,13,10,12,35
1998 Winter Olympics,ITA,2,6,2,10
2000 Summer Olympics,ITA,13,8,13,34
2002 Winter Olympics,ITA,4,4,5,13
2004 Summer Olympics,ITA,10,11,11,32
2006 Winter Olympics,ITA,5,0,6,11
2008 Summer Olympics,ITA,8,9,10,27
2010 Winter Olympics,ITA,1,1,3,5
2012 Summer Olympics,ITA,8,9,11,28
2014 Winter Olympics,ITA,0,2,6,8
2016 Summer Olympics,ITA,8,12,8,28
2018 Winter Olympics,ITA,3,2,5,10
2020 Summer Olympics,ITA,10,10,20,40
2022 Winter Olympics,ITA,2,7,8,17
1900 Summer Olympics,ROU,0,0,0,0
1924 Summer Olympics,ROU,0,0,1,1
1928 Summer Olympics,ROU,0,0,0,0
1928 Winter Olympics,ROU,0,0,0,0
1932 Summer Olympics,ROU,0,0,0,0
1932 Winter Olympics,ROU,0,0,0,0
1936 Summer Olympics,ROU,0,1,0,1
1936 Winter Olympics,ROU,0,0,0,0
1948 Winter Olympics,ROU,0,0,0,0
1952 Summer Olympics,ROU,1,1,2,4
1952 Winter Olympics,ROU,0,0,0,0
1956 Summer Olympics,ROU,5,3,5,13
1956 Winter Olympics,ROU,0,0,0,0
1956 Equestrian Olympics,ROU,0,0,0,0
1960 Summer Olympics,ROU,3,1,6,10
1964 Summer Olympics,ROU,2,4,6,12
1964 Winter Olympics,ROU,0,0,0,0
1968 Summer Olympics,ROU,4,6,5,15
1968 Winter Olympics,ROU,0,0,1,1
1972 Summer Olympics,ROU,3,6,7,16
1972 Winter Olympics,ROU,0,0,0,0
