edition,country_noc,gold,silver,bronze,total
1948 Winter Olympics,TCH,0,1,0,1
1952 Summer Olympics,TCH,7,3,3,13
1952 Winter Olympics,TCH,0,0,0,0
1956 Summer Olympics,TCH,1,4,1,6
1956 Winter Olympics,TCH,0,0,0,0
1960 Summer Olympics,TCH,3,2,3,8
1960 Winter Olympics,TCH,0,1,0,1
1964 Summer Olympics,TCH,5,6,3,14
1964 Winter Olympics,TCH,0,0,1,1
1968 Summer Olympics,TCH,7,2,4,13
1968 Winter Olympics,TCH,1,2,1,4
1972 Summer Olympics,TCH,2,4,2,8
1972 Winter Olympics,TCH,1,0,2,3
1976 Summer Olympics,TCH,2,2,4,8
1976 Winter Olympics,TCH,0,1,0,1
1980 Summer Olympics,TCH,2,3,9,14
1980 Winter Olympics,TCH,0,0,1,1
1984 Winter Olympics,TCH,0,2,4,6
1988 Summer Olympics,TCH,3,3,2,8
1988 Winter Olympics,TCH,0,1,2,3
1992 Summer Olympics,TCH,4,2,1,7
1992 Winter Olympics,TCH,0,0,3,3
1952 Summer Olympics,INA,0,0,0,0
1956 Summer Olympics,INA,0,0,0,0
1960 Summer Olympics,INA,0,0,0,0
1968 Summer Olympics,INA,0,0,0,0
1972 Summer Olympics,INA,0,0,0,0
1976 Summer Olympics,INA,0,0,0,0
1984 Summer Olympics,INA,0,0,0,0
1988 Summer Olympics,INA,0,1,0,1
1992 Summer Olympics,INA,2,2,1,5
1996 Summer Olympics,INA,1,1,2,4
2000 Summer Olympics,INA,1,3,2,6
2004 Summer Olympics,INA,1,1,2,4
2008 Summer Olympics,INA,1,1,4,6
2012 Summer Olympics,INA,0,2,1,3
2016 Summer Olympics,INA,1,2,0,3
2020 Summer Olympics,INA,1,1,3,5
1980 Summer Olympics,JOR,0,0,0,0
1984 Summer Olympics,JOR,0,0,0,0
1988 Summer Olympics,JOR,0,0,0,0
1992 Summer Olympics,JOR,0,0,0,0
1996 Summer Olympics,JOR,0,0,0,0
2000 Summer Olympics,JOR,0,0,0,0
2004 Summer Olympics,JOR,0,0,0,0
2008 Summer Olympics,JOR,0,0,0,0
2012 Summer Olympics,JOR,0,0,0,0
2016 Summer Olympics,JOR,1,0,0,1
2020 Summer Olympics,JOR,0,1,1,2
2018 Winter Olympics,COR,0,0,0,0
1952 Summer Olympics,HKG,0,0,0,0
1956 Summer Olympics,HKG,0,0,0,0
1960 Summer Olympics,HKG,0,0,0,0
1964 Summer Olympics,HKG,0,0,0,0
1968 Summer Olympics,HKG,0,0,0,0
1972 Summer Olympics,HKG,0,0,0,0
1976 Summer Olympics,HKG,0,0,0,0
1984 Summer Olympics,HKG,0,0,0,0
1988 Summer Olympics,HKG,0,0,0,0
1992 Summer Olympics,HKG,0,0,0,0
1996 Summer Olympics,HKG,1,0,0,1
2000 Summer Olympics,HKG,0,0,0,0
2002 Winter Olympics,HKG,0,0,0,0
2004 Summer Olympics,HKG,0,1,0,1
2006 Winter Olympics,HKG,0,0,0,0
2008 Summer Olympics,HKG,0,0,0,0
2010 Winter Olympics,HKG,0,0,0,0
2012 Summer Olympics,HKG,0,0,1,1
2014 Winter Olympics,HKG,0,0,0,0
2016 Summer Olympics,HKG,0,0,0,0
2018 Winter Olympics,HKG,0,0,0,0
2020 Summer Olympics,HKG,1,2,3,6
2022 Winter Olympics,HKG,0,0,0,0
2004 Summer Olympics,KIR,0,0,0,0
2008 Summer Olympics,KIR,0,0,0,0
2012 Summer Olympics,KIR,0,0,0,0
2016 Summer Olympics,KIR,0,0,0,0
2020 Summer Olympics,KIR,0,0,0,0
2016 Summer Olympics,KOS,1,0,0,1
2018 Winter Olympics,KOS,0,0,0,0
2020 Summer Olympics,KOS,2,0,0,2
2022 Winter Olympics,KOS,0,0,0,0
1896 Summer Olympics,AUT,2,1,2,5
1900 Summer Olympics,AUT,0,3,3,6
1908 Summer Olympics,AUT,0,0,1,1
1912 Summer Olympics,AUT,0,2,2,4
1924 Summer Olympics,AUT,0,3,1,4
1924 Winter Olympics,AUT,2,1,0,3
1928 Summer Olympics,AUT,3,0,1,4
1928 Winter Olympics,AUT,0,3,1,4
1932 Summer Olympics,AUT,1,1,3,5
1932 Winter Olympics,AUT,1,1,0,2
1936 Summer Olympics,AUT,5,7,5,17
1936 Winter Olympics,AUT,1,1,2,4
1948 Summer Olympics,AUT,2,2,4,8
1948 Winter Olympics,AUT,1,3,4,8
1952 Summer Olympics,AUT,0,1,1,2
1952 Winter Olympics,AUT,2,4,2,8
1956 Summer Olympics,AUT,0,0,2,2
1956 Winter Olympics,AUT,4,3,4,11
1956 Equestrian Olympics,AUT,0,0,0,0
1960 Summer Olympics,AUT,1,1,0,2
1960 Winter Olympics,AUT,1,2,3,6
1964 Summer Olympics,AUT,0,0,0,0
1964 Winter Olympics,AUT,4,5,3,12
1968 Summer Olympics,AUT,0,2,2,4
1968 Winter Olympics,AUT,3,4,4,11
1972 Summer Olympics,AUT,0,1,2,3
1972 Winter Olympics,AUT,1,2,2,5
1976 Summer Olympics,AUT,0,0,1,1
1976 Winter Olympics,AUT,2,2,2,6
1980 Summer Olympics,AUT,1,2,1,4
1980 Winter Olympics,AUT,3,2,2,7
1984 Summer Olympics,AUT,1,1,1,3
1984 Winter Olympics,AUT,0,0,1,1
1988 Summer Olympics,AUT,1,0,0,1
1988 Winter Olympics,AUT,3,5,2,10
1992 Summer Olympics,AUT,0,2,0,2
1992 Winter Olympics,AUT,6,7,8,21
1994 Winter Olympics,AUT,2,3,4,9
1996 Summer Olympics,AUT,0,1,2,3
1998 Winter Olympics,AUT,3,5,9,17
2000 Summer Olympics,AUT,2,1,0,3
2002 Winter Olympics,AUT,3,3,10,16
2004 Summer Olympics,AUT,2,4,1,7
2006 Winter Olympics,AUT,9,7,7,23
2008 Summer Olympics,AUT,0,1,2,3
2010 Winter Olympics,AUT,4,6,6,16
2012 Summer Olympics,AUT,0,0,0,0
2014 Winter Olympics,AUT,4,8,5,17
2016 Summer Olympics,AUT,0,0,1,1
2018 Winter Olympics,AUT,5,3,6,14
2020 Summer Olympics,AUT,1,1,5,7
2022 Winter Olympics,AUT,7,7,4,18
1896 Summer Olympics,DEN,1,2,3,6
1900 Summer Olympics,DEN,2,3,2,7
1908 Summer Olympics,DEN,0,2,3,5
1912 Summer Olympics,DEN,1,6,5,12
1920 Summer Olympics,DEN,3,9,1,13
1924 Summer Olympics,DEN,2,6,3,11
1928 Summer Olympics,DEN,3,2,4,9
1932 Summer Olympics,DEN,0,5,3,8
1936 Summer Olympics,DEN,0,2,3,5
1948 Summer Olympics,DEN,5,8,9,22
1948 Winter Olympics,DEN,0,0,0,0
1952 Summer Olympics,DEN,2,1,3,6
1952 Winter Olympics,DEN,0,0,0,0
1956 Summer Olympics,DEN,1,1,1,3
1956 Equestrian Olympics,DEN,0,1,0,1
1960 Summer Olympics,DEN,2,3,1,6
1960 Winter Olympics,DEN,0,0,0,0
1964 Summer Olympics,DEN,2,1,3,6
1964 Winter Olympics,DEN,0,0,0,0
1968 Summer Olympics,DEN,1,4,3,8
1968 Winter Olympics,DEN,0,0,0,0
1972 Summer Olympics,DEN,1,0,0,1
1976 Summer Olympics,DEN,1,0,2,3
1980 Summer Olympics,DEN,2,1,2,5
1984 Summer Olympics,DEN,0,3,3,6
1988 Summer Olympics,DEN,2,1,1,4
1988 Winter Olympics,DEN,0,0,0,0
1992 Summer Olympics,DEN,1,1,4,6
1992 Winter Olympics,DEN,0,0,0,0
1994 Winter Olympics,DEN,0,0,0,0
1996 Summer Olympics,DEN,4,1,1,6
1998 Winter Olympics,DEN,0,1,0,1
2000 Summer Olympics,DEN,2,3,1,6
2002 Winter Olympics,DEN,0,0,0,0
2004 Summer Olympics,DEN,2,1,5,8
2006 Winter Olympics,DEN,0,0,0,0
2008 Summer Olympics,DEN,2,2,3,7
2010 Winter Olympics,DEN,0,0,0,0
2012 Summer Olympics,DEN,2,4,3,9
2014 Winter Olympics,DEN,0,0,0,0
2016 Summer Olympics,DEN,2,6,7,15
2018 Winter Olympics,DEN,0,0,0,0
2020 Summer Olympics,DEN,3,4,4,11
2022 Winter Olympics,DEN,0,0,0,0
1972 Summer Olympics,KSA,0,0,0,0
1976 Summer Olympics,KSA,0,0,0,0
1984 Summer Olympics,KSA,0,0,0,0
1988 Summer Olympics,KSA,0,0,0,0
1992 Summer Olympics,KSA,0,0,0,0
1996 Summer Olympics,KSA,0,0,0,0
2000 Summer Olympics,KSA,0,1,1,2
2004 Summer Olympics,KSA,0,0,0,0
2008 Summer Olympics,KSA,0,0,0,0
2012 Summer Olympics,KSA,0,0,1,1
2016 Summer Olympics,KSA,0,0,0,0
2020 Summer Olympics,KSA,0,1,0,1
2022 Winter Olympics,KSA,0,0,0,0
1908 Summer Olympics,ISL,0,0,0,0
1912 Summer Olympics,ISL,0,0,0,0
1936 Summer Olympics,ISL,0,0,0,0
1948 Summer Olympics,ISL,0,0,0,0
1948 Winter Olympics,ISL,0,0,0,0
1952 Summer Olympics,ISL,0,0,0,0
1952 Winter Olympics,ISL,0,0,0,0
1956 Summer Olympics,ISL,0,1,0,1
1956 Winter Olympics,ISL,0,0,0,0
1960 Summer Olympics,ISL,0,0,0,0
1960 Winter Olympics,ISL,0,0,0,0
1964 Summer Olympics,ISL,0,0,0,0
1964 Winter Olympics,ISL,0,0,0,0
1968 Summer Olympics,ISL,0,0,0,0
1968 Winter Olympics,ISL,0,0,0,0
1972 Summer Olympics,ISL,0,0,0,0
1976 Summer Olympics,ISL,0,0,0,0
1976 Winter Olympics,ISL,0,0,0,0
1980 Summer Olympics,ISL,0,0,0,0
1980 Winter Olympics,ISL,0,0,0,0
1984 Summer Olympics,ISL,0,0,1,1
1984 Winter Olympics,ISL,0,0,0,0
1988 Summer Olympics,ISL,0,0,0,0
1988 Winter Olympics,ISL,0,0,0,0
1992 Summer Olympics,ISL,0,0,0,0
1992 Winter Olympics,ISL,0,0,0,0
1994 Winter Olympics,ISL,0,0,0,0
1996 Summer Olympics,ISL,0,0,0,0
1998 Winter Olympics,ISL,0,0,0,0
2000 Summer Olympics,ISL,0,0,1,1
2002 Winter Olympics,ISL,0,0,0,0
2004 Summer Olympics,ISL,0,0,0,0
2006 Winter Olympics,ISL,0,0,0,0
2008 Summer Olympics,ISL,0,1,0,1
2010 Winter Olympics,ISL,0,0,0,0
2012 Summer Olympics,ISL,0,0,0,0
2014 Winter Olympics,ISL,0,0,0,0
2016 Summer Olympics,ISL,0,0,0,0
2018 Winter Olympics,ISL,0,0,0,0
2020 Summer Olympics,ISL,0,0,0,0
2022 Winter Olympics,ISL,0,0,0,0
1980 Summer Olympics,LAO,0,0,0,0
1988 Summer Olympics,LAO,0,0,0,0
1992 Summer Olympics,LAO,0,0,0,0
1996 Summer Olympics,LAO,0,0,0,0
2000 Summer Olympics,LAO,0,0,0,0
2004 Summer Olympics,LAO,0,0,0,0
2008 Summer Olympics,LAO,0,0,0,0
2012 Summer Olympics,LAO,0,0,0,0
2016 Summer Olympics,LAO,0,0,0,0
2020 Summer Olympics,LAO,0,0,0,0
1952 Summer Olympics,ISR,0,0,0,0
1956 Summer Olympics,ISR,0,0,0,0
1960 Summer Olympics,ISR,0,0,0,0
1964 Summer Olympics,ISR,0,0,0,0
1968 Summer Olympics,ISR,0,0,0,0
1972 Summer Olympics,ISR,0,0,0,0
1976 Summer Olympics,ISR,0,0,0,0
1984 Summer Olympics,ISR,0,0,0,0
1988 Summer Olympics,ISR,0,0,0,0
1992 Summer Olympics,ISR,0,1,1,2
1994 Winter Olympics,ISR,0,0,0,0
1996 Summer Olympics,ISR,0,0,1,1
1998 Winter Olympics,ISR,0,0,0,0
2000 Summer Olympics,ISR,0,0,1,1
2002 Winter Olympics,ISR,0,0,0,0
2004 Summer Olympics,ISR,1,0,1,2
2006 Winter Olympics,ISR,0,0,0,0
2008 Summer Olympics,ISR,0,0,1,1
2010 Winter Olympics,ISR,0,0,0,0
2012 Summer Olympics,ISR,0,0,0,0
2014 Winter Olympics,ISR,0,0,0,0
2016 Summer Olympics,ISR,0,0,2,2
2018 Winter Olympics,ISR,0,0,0,0
2020 Summer Olympics,ISR,2,0,2,4
2022 Winter Olympics,ISR,0,0,0,0
1968 Summer Olympics,KUW,0,0,0,0
1972 Summer Olympics,KUW,0,0,0,0
1976 Summer Olympics,KUW,0,0,0,0
1980 Summer Olympics,KUW,0,0,0,0
1984 Summer Olympics,KUW,0,0,0,0
1988 Summer Olympics,KUW,0,0,0,0
1992 Summer Olympics,KUW,0,0,0,0
1996 Summer Olympics,KUW,0,0,0,0
2000 Summer Olympics,KUW,0,0,1,1
2004 Summer Olympics,KUW,0,0,0,0
2008 Summer Olympics,KUW,0,0,0,0
2012 Summer Olympics,KUW,0,0,1,1
2020 Summer Olympics,KUW,0,0,1,1
1994 Winter Olympics,KGZ,0,0,0,0
1996 Summer Olympics,KGZ,0,0,0,0
1998 Winter Olympics,KGZ,0,0,0,0
2000 Summer Olympics,KGZ,0,0,1,1
2002 Winter Olympics,KGZ,0,0,0,0
2004 Summer Olympics,KGZ,0,0,0,0
2006 Winter Olympics,KGZ,0,0,0,0
2008 Summer Olympics,KGZ,0,1,2,3
2010 Winter Olympics,KGZ,0,0,0,0
2012 Summer Olympics,KGZ,0,0,0,0
2014 Winter Olympics,KGZ,0,0,0,0
2016 Summer Olympics,KGZ,0,0,0,0
2018 Winter Olympics,KGZ,0,0,0,0
2020 Summer Olympics,KGZ,0,2,1,3
2022 Winter Olympics,KGZ,0,0,0,0
1972 Summer Olympics,LES,0,0,0,0
1980 Summer Olympics,LES,0,0,0,0
1984 Summer Olympics,LES,0,0,0,0
1988 Summer Olympics,LES,0,0,0,0
1992 Summer Olympics,LES,0,0,0,0
1996 Summer Olympics,LES,0,0,0,0
2000 Summer Olympics,LES,0,0,0,0
2004 Summer Olympics,LES,0,0,0,0
2008 Summer Olympics,LES,0,0,0,0
2012 Summer Olympics,LES,0,0,0,0
2016 Summer Olympics,LES,0,0,0,0
2020 Summer Olympics,LES,0,0,0,0
1994 Winter Olympics,KAZ,1,2,0,3
1996 Summer Olympics,KAZ,3,4,4,11
1998 Winter Olympics,KAZ,0,0,2,2
2000 Summer Olympics,KAZ,3,4,0,7
2002 Winter Olympics,KAZ,0,0,0,0
2004 Summer Olympics,KAZ,1,4,3,8
2006 Winter Olympics,KAZ,0,0,0,0
2008 Summer Olympics,KAZ,2,3,4,9
2010 Winter Olympics,KAZ,0,1,0,1
2012 Summer Olympics,KAZ,3,1,7,11
2014 Winter Olympics,KAZ,0,0,1,1
2016 Summer Olympics,KAZ,2,5,10,17
2018 Winter Olympics,KAZ,0,0,1,1
2020 Summer Olympics,KAZ,0,0,8,8
2022 Winter Olympics,KAZ,0,0,0,0
1900 Summer Olympics,IRI,0,0,0,0
1948 Summer Olympics,IRI,0,0,1,1
1952 Summer Olympics,IRI,0,3,4,7
1956 Summer Olympics,IRI,2,2,1,5
1956 Winter Olympics,IRI,0,0,0,0
1960 Summer Olympics,IRI,0,1,3,4
1964 Summer Olympics,IRI,0,0,2,2
1964 Winter Olympics,IRI,0,0,0,0
1968 Summer Olympics,IRI,2,1,2,5
1968 Winter Olympics,IRI,0,0,0,0
1972 Summer Olympics,IRI,0,2,1,3
1972 Winter Olympics,IRI,0,0,0,0
1976 Summer Olympics,IRI,0,1,1,2
1976 Winter Olympics,IRI,0,0,0,0
1988 Summer Olympics,IRI,0,1,0,1
1992 Summer Olympics,IRI,0,1,2,3
1996 Summer Olympics,IRI,1,1,1,3
1998 Winter Olympics,IRI,0,0,0,0
2000 Summer Olympics,IRI,3,0,1,4
2002 Winter Olympics,IRI,0,0,0,0
2004 Summer Olympics,IRI,2,2,2,6
2006 Winter Olympics,IRI,0,0,0,0
2008 Summer Olympics,IRI,1,0,1,2
2010 Winter Olympics,IRI,0,0,0,0
2012 Summer Olympics,IRI,7,5,1,13
2014 Winter Olympics,IRI,0,0,0,0
2016 Summer Olympics,IRI,3,1,4,8
2018 Winter Olympics,IRI,0,0,0,0
2020 Summer Olympics,IRI,3,2,2,7
2022 Winter Olympics,IRI,0,0,0,0
1948 Summer Olympics,JAM,1,2,0,3
1952 Summer Olympics,JAM,2,3,0,5
1956 Summer Olympics,JAM,0,0,0,0
1964 Summer Olympics,JAM,0,0,0,0
1968 Summer Olympics,JAM,0,1,0,1
1972 Summer Olympics,JAM,0,0,1,1
1976 Summer Olympics,JAM,1,1,0,2
1956 Summer Olympics,KEN,0,0,0,0
1960 Summer Olympics,KEN,0,0,0,0
1964 Summer Olympics,KEN,0,0,1,1
1968 Summer Olympics,KEN,3,4,2,9
1972 Summer Olympics,KEN,2,3,4,9
1980 Summer Olympics,JAM,0,0,3,3
1984 Summer Olympics,JAM,0,1,2,3
1984 Summer Olympics,KEN,1,0,2,3
1988 Summer Olympics,JAM,0,2,0,2
1988 Winter Olympics,JAM,0,0,0,0
1992 Summer Olympics,JAM,0,3,1,4
1992 Winter Olympics,JAM,0,0,0,0
1994 Winter Olympics,JAM,0,0,0,0
1996 Summer Olympics,JAM,1,3,2,6
1998 Winter Olympics,JAM,0,0,0,0
2000 Summer Olympics,JAM,0,6,3,9
2002 Winter Olympics,JAM,0,0,0,0
2004 Summer Olympics,JAM,2,1,2,5
2008 Summer Olympics,JAM,5,4,2,11
2010 Winter Olympics,JAM,0,0,0,0
2012 Summer Olympics,JAM,4,5,3,12
2014 Winter Olympics,JAM,0,0,0,0
2016 Summer Olympics,JAM,6,3,2,11
2018 Winter Olympics,JAM,0,0,0,0
2020 Summer Olympics,JAM,4,1,4,9
2022 Winter Olympics,JAM,0,0,0,0
1988 Summer Olympics,KEN,5,2,2,9
1992 Summer Olympics,KEN,2,4,2,8
1996 Summer Olympics,KEN,1,4,3,8
1998 Winter Olympics,KEN,0,0,0,0
2000 Summer Olympics,KEN,2,3,2,7
2002 Winter Olympics,KEN,0,0,0,0
2004 Summer Olympics,KEN,1,4,2,7
2006 Winter Olympics,KEN,0,0,0,0
2008 Summer Olympics,KEN,6,4,6,16
2012 Summer Olympics,KEN,2,4,7,13
2016 Summer Olympics,KEN,6,6,1,13
2018 Winter Olympics,KEN,0,0,0,0
2020 Summer Olympics,KEN,4,4,2,10
1956 Summer Olympics,LBR,0,0,0,0
1960 Summer Olympics,LBR,0,0,0,0
1964 Summer Olympics,LBR,0,0,0,0
1972 Summer Olympics,LBR,0,0,0,0
1984 Summer Olympics,LBR,0,0,0,0
1988 Summer Olympics,LBR,0,0,0,0
1996 Summer Olympics,LBR,0,0,0,0
2000 Summer Olympics,LBR,0,0,0,0
2004 Summer Olympics,LBR,0,0,0,0
2008 Summer Olympics,LBR,0,0,0,0
2012 Summer Olympics,LBR,0,0,0,0
2016 Summer Olympics,LBR,0,0,0,0
2020 Summer Olympics,LBR,0,0,0,0
1956 Summer Olympics,MAL,0,0,0,0
1960 Summer Olympics,MAL,0,0,0,0
1968 Summer Olympics,LBA,0,0,0,0
1980 Summer Olympics,LBA,0,0,0,0
1988 Summer Olympics,LBA,0,0,0,0
1992 Summer Olympics,LBA,0,0,0,0
1996 Summer Olympics,LBA,0,0,0,0
2000 Summer Olympics,LBA,0,0,0,0
2004 Summer Olympics,LBA,0,0,0,0
2008 Summer Olympics,LBA,0,0,0,0
2012 Summer Olympics,LBA,0,0,0,0
2016 Summer Olympics,LBA,0,0,0,0
2020 Summer Olympics,LBA,0,0,0,0
1924 Summer Olympics,IRL,0,1,1,2
1928 Summer Olympics,IRL,1,0,0,1
1932 Summer Olympics,IRL,2,0,0,2
1948 Summer Olympics,IRL,0,0,1,1
1952 Summer Olympics,IRL,0,1,0,1
1956 Summer Olympics,IRL,1,1,3,5
1956 Equestrian Olympics,IRL,0,0,0,0
1960 Summer Olympics,IRL,0,0,0,0
1964 Summer Olympics,IRL,0,0,1,1
1968 Summer Olympics,IRL,0,0,0,0
1972 Summer Olympics,IRL,0,0,0,0
1976 Summer Olympics,IRL,0,0,0,0
1980 Summer Olympics,IRL,0,1,1,2
1984 Summer Olympics,IRL,0,1,0,1
1988 Summer Olympics,IRL,0,0,0,0
1992 Summer Olympics,IRL,1,1,0,2
1992 Winter Olympics,IRL,0,0,0,0
1996 Summer Olympics,IRL,3,0,1,4
1998 Winter Olympics,IRL,0,0,0,0
2000 Summer Olympics,IRL,0,1,0,1
2002 Winter Olympics,IRL,0,0,0,0
2004 Summer Olympics,IRL,0,0,0,0
2006 Winter Olympics,IRL,0,0,0,0
2008 Summer Olympics,IRL,0,1,2,3
2010 Winter Olympics,IRL,0,0,0,0
2012 Summer Olympics,IRL,1,1,4,6
2014 Winter Olympics,IRL,0,0,0,0
2016 Summer Olympics,IRL,0,2,0,2
2018 Winter Olympics,IRL,0,0,0,0
2020 Summer Olympics,IRL,2,0,2,4
2022 Winter Olympics,IRL,0,0,0,0
1900 Summer Olympics,IND,0,2,0,2
1920 Summer Olympics,IND,0,0,0,0
1924 Summer Olympics,IND,0,0,0,0
1924 Winter Olympics,IND,1,0,0,1
1928 Summer Olympics,IND,1,0,0,1
1932 Summer Olympics,IND,1,0,0,1
1936 Summer Olympics,IND,1,0,0,1
1948 Summer Olympics,IND,1,0,0,1
1952 Summer Olympics,IND,1,0,1,2
1956 Summer Olympics,IND,1,0,0,1
1960 Summer Olympics,IND,0,1,0,1
1964 Summer Olympics,IND,1,0,0,1
1964 Winter Olympics,IND,0,0,0,0
1968 Summer Olympics,IND,0,0,1,1
1968 Winter Olympics,IND,0,0,0,0
1972 Summer Olympics,IND,0,0,1,1
1976 Summer Olympics,IND,0,0,0,0
1980 Summer Olympics,IND,1,0,0,1
1984 Summer Olympics,IND,0,0,0,0
1988 Summer Olympics,IND,0,0,0,0
1988 Winter Olympics,IND,0,0,0,0
1992 Summer Olympics,IND,0,0,0,0
1992 Winter Olympics,IND,0,0,0,0
1996 Summer Olympics,IND,0,0,1,1
1998 Winter Olympics,IND,0,0,0,0
2000 Summer Olympics,IND,0,0,1,1
2002 Winter Olympics,IND,0,0,0,0
2004 Summer Olympics,IND,0,1,0,1
2006 Winter Olympics,IND,0,0,0,0
2008 Summer Olympics,IND,1,0,2,3
2010 Winter Olympics,IND,0,0,0,0
2012 Summer Olympics,IND,0,2,4,6
2014 Winter Olympics,IND,0,0,0,0
2016 Summer Olympics,IND,0,1,1,2
2018 Winter Olympics,IND,0,0,0,0
2020 Summer Olympics,IND,1,2,4,7
2022 Winter Olympics,IND,0,0,0,0
2008 Summer Olympics,MHL,0,0,0,0
2012 Summer Olympics,MHL,0,0,0,0
2016 Summer Olympics,MHL,0,0,0,0
2020 Summer Olympics,MHL,0,0,0,0
1896 Summer Olympics,GRE,10,18,19,47
1900 Summer Olympics,GRE,0,0,0,0
1904 Summer Olympics,GRE,1,0,1,2
1908 Summer Olympics,GRE,0,3,1,4
1912 Summer Olympics,GRE,1,0,1,2
1920 Summer Olympics,GRE,0,1,0,1
1924 Summer Olympics,GRE,1,0,0,1
1928 Summer Olympics,GRE,0,0,0,0
1932 Summer Olympics,GRE,0,0,0,0
1936 Summer Olympics,GRE,0,0,0,0
1936 Winter Olympics,GRE,0,0,0,0
1948 Summer Olympics,GRE,0,0,0,0
1948 Winter Olympics,GRE,0,0,0,0
1952 Summer Olympics,GRE,0,0,0,0
1952 Winter Olympics,GRE,0,0,0,0
1956 Summer Olympics,GRE,0,0,1,1
1956 Winter Olympics,GRE,0,0,0,0
1960 Summer Olympics,GRE,1,0,0,1
1964 Summer Olympics,GRE,0,0,0,0
1964 Winter Olympics,GRE,0,0,0,0
1968 Summer Olympics,GRE,0,0,1,1
1968 Winter Olympics,GRE,0,0,0,0
1972 Summer Olympics,GRE,0,2,0,2
1972 Winter Olympics,GRE,0,0,0,0
1976 Summer Olympics,GRE,0,0,0,0
1976 Winter Olympics,GRE,0,0,0,0
1980 Summer Olympics,GRE,1,0,2,3
1980 Winter Olympics,GRE,0,0,0,0
1984 Summer Olympics,GRE,0,1,1,2
1984 Winter Olympics,GRE,0,0,0,0
1988 Summer Olympics,GRE,0,0,1,1
1988 Winter Olympics,GRE,0,0,0,0
1992 Summer Olympics,GRE,2,0,0,2
1992 Winter Olympics,GRE,0,0,0,0
1994 Winter Olympics,GRE,0,0,0,0
1996 Summer Olympics,GRE,4,4,0,8
1998 Winter Olympics,GRE,0,0,0,0
2000 Summer Olympics,GRE,4,6,3,13
2002 Winter Olympics,GRE,0,0,0,0
2004 Summer Olympics,GRE,6,6,4,16
2006 Winter Olympics,GRE,0,0,0,0
2008 Summer Olympics,GRE,0,2,1,3
2010 Winter Olympics,GRE,0,0,0,0
2012 Summer Olympics,GRE,0,0,2,2
2014 Winter Olympics,GRE,0,0,0,0
2016 Summer Olympics,GRE,3,1,2,6
2018 Winter Olympics,GRE,0,0,0,0
2020 Summer Olympics,GRE,2,1,1,4
2022 Winter Olympics,GRE,0,0,0,0
1988 Summer Olympics,MDV,0,0,0,0
1992 Summer Olympics,MDV,0,0,0,0
1996 Summer Olympics,MDV,0,0,0,0
2000 Summer Olympics,MDV,0,0,0,0
2004 Summer Olympics,MDV,0,0,0,0
2008 Summer Olympics,MDV,0,0,0,0
2012 Summer Olympics,MDV,0,0,0,0
2016 Summer Olympics,MDV,0,0,0,0
2020 Summer Olympics,MDV,0,0,0,0
1896 Summer Olympics,AUS,2,0,1,3
1900 Summer Olympics,AUS,0,0,3,3
1904 Summer Olympics,AUS,0,0,0,0
1920 Summer Olympics,AUS,0,2,1,3
1924 Summer Olympics,AUS,3,1,2,6
1972 Summer Olympics,MAW,0,0,0,0
1984 Summer Olympics,MAW,0,0,0,0
1988 Summer Olympics,MAW,0,0,0,0
1992 Summer Olympics,MAW,0,0,0,0
1996 Summer Olympics,MAW,0,0,0,0
2000 Summer Olympics,MAW,0,0,0,0
2004 Summer Olympics,MAW,0,0,0,0
2008 Summer Olympics,MAW,0,0,0,0
2012 Summer Olympics,MAW,0,0,0,0
1924 Winter Olympics,AUS,1,0,0,1
1928 Summer Olympics,AUS,1,2,1,4
1932 Summer Olympics,AUS,3,1,1,5
1936 Summer Olympics,AUS,0,0,1,1
1936 Winter Olympics,AUS,0,0,0,0
1948 Summer Olympics,AUS,2,6,5,13
1952 Summer Olympics,AUS,6,2,3,11
1952 Winter Olympics,AUS,0,0,0,0
1956 Summer Olympics,AUS,13,8,14,35
1956 Winter Olympics,AUS,0,0,0,0
1956 Equestrian Olympics,AUS,0,0,0,0
1960 Summer Olympics,AUS,8,8,6,22
1960 Winter Olympics,AUS,0,0,0,0
1964 Summer Olympics,AUS,6,2,10,18
1964 Winter Olympics,AUS,0,0,0,0
1968 Summer Olympics,AUS,5,7,5,17
1968 Winter Olympics,AUS,0,0,0,0
1972 Summer Olympics,AUS,8,7,2,17
2016 Summer Olympics,MAW,0,0,0,0
2020 Summer Olympics,MAW,0,0,0,0
1972 Winter Olympics,AUS,0,0,0,0
1976 Summer Olympics,AUS,0,1,4,5
1976 Winter Olympics,AUS,0,0,0,0
1980 Summer Olympics,AUS,2,2,5,9
1980 Winter Olympics,AUS,0,0,0,0
1984 Summer Olympics,AUS,4,8,12,24
1984 Winter Olympics,AUS,0,0,0,0
1988 Summer Olympics,AUS,3,6,5,14
1988 Winter Olympics,AUS,0,0,0,0
1992 Summer Olympics,AUS,7,9,11,27
1992 Winter Olympics,AUS,0,0,0,0
1994 Winter Olympics,AUS,0,0,1,1
1996 Summer Olympics,AUS,9,9,23,41
1998 Winter Olympics,AUS,0,0,1,1
2000 Summer Olympics,AUS,16,25,17,58
2002 Winter Olympics,AUS,2,0,0,2
2004 Summer Olympics,AUS,17,16,17,50
2006 Winter Olympics,AUS,1,0,1,2
2008 Summer Olympics,AUS,14,15,17,46
2010 Winter Olympics,AUS,2,1,0,3
2012 Summer Olympics,AUS,8,15,12,35
